timestamp,agv_id,motor_temp,battery_temp,vibration,voltage,current,speed,error_count,load_weight,driving_time
2025-05-21 08:00:00,AGV-02,62.37,32.74,0.2786,24.14,7.28,1.52,0,41.4,480
2025-05-21 08:10:00,AGV-02,57.98,33.31,0.2575,24.3,10.0,1.246,0,54.3,490
2025-05-21 08:20:00,AGV-02,60.34,33.67,0.2832,23.94,10.46,1.109,0,42.6,500
2025-05-21 08:30:00,AGV-02,59.27,33.56,0.2252,24.06,9.38,1.33,2,37.0,510
2025-05-21 08:40:00,AGV-02,60.75,34.82,0.2386,23.99,9.66,1.343,0,53.3,520
2025-05-21 08:50:00,AGV-02,60.44,32.84,0.2705,23.8,9.74,1.515,1,51.1,530
2025-05-21 09:00:00,AGV-02,61.06,33.26,0.2439,23.83,9.32,1.455,0,43.5,540
2025-05-21 09:10:00,AGV-02,63.66,32.95,0.2615,24.02,8.6,1.136,1,39.9,550
2025-05-21 09:20:00,AGV-02,61.77,33.57,0.2762,24.02,9.41,1.309,0,49.0,560
2025-05-21 09:30:00,AGV-02,59.61,33.79,0.2353,24.09,9.47,1.158,0,50.8,570
2025-05-21 09:40:00,AGV-02,60.94,32.97,0.2754,23.91,10.31,1.799,0,47.1,580
2025-05-21 09:50:00,AGV-02,62.71,33.7,0.2558,23.83,9.57,1.239,0,30.4,590
2025-05-21 10:00:00,AGV-02,61.09,35.55,0.2988,23.79,8.93,1.411,0,44.1,600
2025-05-21 10:10:00,AGV-02,63.92,32.91,0.2478,23.9,8.74,1.418,0,53.1,610
2025-05-21 10:20:00,AGV-02,61.41,34.08,0.2705,23.99,9.45,1.29,1,40.1,620
2025-05-21 10:30:00,AGV-02,62.04,34.62,0.2746,24.26,9.05,1.125,1,46.0,630
2025-05-21 10:40:00,AGV-02,63.93,34.13,0.2801,23.96,8.52,1.418,2,43.3,640
2025-05-21 10:50:00,AGV-02,61.64,32.65,0.2736,24.41,8.65,1.404,1,52.1,650
2025-05-21 11:00:00,AGV-02,60.75,34.05,0.2618,24.2,10.45,1.788,2,41.0,660
2025-05-21 11:10:00,AGV-02,63.34,33.91,0.272,24.36,9.78,1.354,1,35.2,670
2025-05-21 11:20:00,AGV-02,62.41,31.41,0.2563,24.2,9.94,1.274,1,42.2,680
2025-05-21 11:30:00,AGV-02,62.03,33.0,0.226,24.15,10.51,1.172,1,51.2,690
2025-05-21 11:40:00,AGV-02,62.8,33.81,0.2744,23.84,10.46,1.232,0,46.4,700
2025-05-21 11:50:00,AGV-02,62.46,34.28,0.2578,24.17,8.42,1.419,0,54.7,710
2025-05-21 12:00:00,AGV-02,64.49,32.39,0.2821,24.13,8.53,1.525,2,44.3,720
2025-05-21 12:10:00,AGV-02,61.59,34.83,0.2656,23.57,10.18,1.32,2,44.5,730
2025-05-21 12:20:00,AGV-02,62.5,34.49,0.2723,24.06,10.21,1.321,0,46.8,740
2025-05-21 12:30:00,AGV-02,66.02,33.53,0.2618,24.0,9.26,1.52,0,36.9,750
2025-05-21 12:40:00,AGV-02,64.94,32.9,0.2777,24.18,10.22,1.432,0,44.5,760
2025-05-21 12:50:00,AGV-02,63.22,33.85,0.2928,23.81,9.69,1.546,2,47.5,770
2025-05-21 13:00:00,AGV-02,60.87,33.11,0.2994,23.93,10.21,1.435,1,51.1,780
2025-05-21 13:10:00,AGV-02,66.31,32.8,0.286,23.81,9.52,1.362,2,33.0,790
2025-05-21 13:20:00,AGV-02,63.86,35.52,0.2583,24.04,8.91,1.202,1,42.9,800
2025-05-21 13:30:00,AGV-02,62.87,32.44,0.2694,23.7,10.11,1.412,0,37.7,810
2025-05-21 13:40:00,AGV-02,65.64,33.28,0.2811,24.55,9.8,1.373,0,46.1,820
2025-05-21 13:50:00,AGV-02,63.0,33.56,0.256,24.22,9.52,1.685,1,44.7,830
2025-05-21 14:00:00,AGV-02,63.17,32.38,0.2362,23.68,9.71,1.476,1,42.6,840
2025-05-21 14:10:00,AGV-02,64.57,35.52,0.2906,23.95,8.79,1.077,0,41.4,850
2025-05-21 14:20:00,AGV-02,66.74,33.43,0.2833,23.97,10.48,1.574,0,44.5,860
2025-05-21 14:30:00,AGV-02,64.6,34.65,0.2781,24.19,9.73,1.308,1,46.8,870
2025-05-21 14:40:00,AGV-02,62.97,34.06,0.2732,23.96,9.4,1.118,1,45.8,880
2025-05-21 14:50:00,AGV-02,63.26,35.24,0.257,24.19,9.84,1.303,1,53.9,890
2025-05-21 15:00:00,AGV-02,66.42,33.32,0.3026,23.95,9.73,1.439,2,35.8,900
2025-05-21 15:10:00,AGV-02,66.79,35.59,0.2907,23.8,10.69,1.362,0,38.9,910
2025-05-21 15:20:00,AGV-02,64.69,34.8,0.3017,24.28,9.05,1.369,1,49.8,920
2025-05-21 15:30:00,AGV-02,67.69,32.8,0.2641,23.99,9.72,1.279,1,47.1,930
2025-05-21 15:40:00,AGV-02,66.2,34.06,0.2676,23.98,9.43,1.344,0,36.0,940
2025-05-21 15:50:00,AGV-02,64.97,33.98,0.2814,24.05,10.22,1.169,1,37.6,950
2025-05-21 16:00:00,AGV-02,65.9,32.91,0.3087,24.05,9.32,1.584,0,41.1,960
2025-05-21 16:10:00,AGV-02,64.81,33.94,0.2682,23.6,10.1,1.239,1,46.2,970
2025-05-21 16:20:00,AGV-02,62.06,33.84,0.3001,24.39,8.52,1.475,1,58.2,980
2025-05-21 16:30:00,AGV-02,63.73,34.39,0.2879,24.22,9.58,1.446,0,43.0,990
2025-05-21 16:40:00,AGV-02,65.1,35.03,0.2764,23.77,9.49,1.459,2,40.5,1000
2025-05-21 16:50:00,AGV-02,65.24,33.58,0.3069,23.57,12.01,1.558,3,46.1,1010
2025-05-21 17:00:00,AGV-02,67.18,34.28,0.2759,23.97,9.34,1.57,2,44.3,1020
2025-05-21 17:10:00,AGV-02,67.97,36.54,0.2841,24.39,9.31,1.543,0,50.5,1030
2025-05-21 17:20:00,AGV-02,65.14,32.85,0.2682,24.17,10.26,1.477,1,48.6,1040
2025-05-21 17:30:00,AGV-02,67.49,33.6,0.2898,24.16,10.1,1.578,2,48.5,1050
2025-05-21 17:40:00,AGV-02,65.61,34.24,0.2488,23.67,9.35,1.318,0,35.5,1060
2025-05-21 17:50:00,AGV-02,67.29,34.28,0.2657,24.13,10.25,1.159,0,41.2,1070
2025-05-21 18:00:00,AGV-02,68.4,33.67,0.2794,24.14,9.28,1.495,1,45.4,1080
2025-05-21 18:10:00,AGV-02,67.25,32.66,0.307,23.83,9.77,1.401,2,50.0,1090
2025-05-21 18:20:00,AGV-02,67.66,33.84,0.2995,23.81,9.88,1.476,2,41.3,1100
2025-05-21 18:30:00,AGV-02,68.81,32.52,0.2833,24.07,8.74,1.306,1,45.1,1110
2025-05-21 18:40:00,AGV-02,66.32,35.5,0.2788,23.84,10.08,1.327,2,49.3,1120
2025-05-21 18:50:00,AGV-02,67.53,34.78,0.2827,24.05,9.03,1.034,2,44.3,1130
2025-05-21 19:00:00,AGV-02,68.64,33.59,0.289,24.01,8.66,1.559,0,48.1,1140
2025-05-21 19:10:00,AGV-02,69.8,34.29,0.2767,24.0,9.98,1.183,0,33.5,1150
2025-05-21 19:20:00,AGV-02,66.02,33.03,0.3109,23.94,9.18,1.472,3,49.9,1160
2025-05-21 19:30:00,AGV-02,70.66,33.72,0.2783,24.25,10.15,1.561,2,38.2,1170
2025-05-21 19:40:00,AGV-02,67.89,35.09,0.2762,23.97,9.53,1.25,2,37.4,1180
2025-05-21 19:50:00,AGV-02,66.82,34.28,0.2348,24.16,7.57,1.388,3,45.1,1190
2025-05-21 20:00:00,AGV-02,70.23,33.8,0.2905,24.31,9.31,1.429,1,49.9,1200
2025-05-21 20:10:00,AGV-02,67.67,32.38,0.2936,24.2,8.42,1.501,1,48.4,1210
